Wall time,Step,Value
1767367508.4256165,10000,0.5555555820465088
1767367526.6861472,20000,0.23076923191547394
1767367542.4087481,30000,0.6202531456947327
1767367560.472337,40000,0.9259259104728699
1767367576.7563355,50000,0.6909090876579285
1767367593.381017,60000,1.0750000476837158
1767367610.293276,70000,1.0
1767367631.944089,80000,1.1506849527359009
1767367642.5782259,90000,1.1200000047683716
1767367660.1933415,100000,1.2307692766189575
1767367675.7071579,110000,1.454545497894287
1767367694.5392346,120000,1.5800000429153442
1767367711.802733,130000,1.9571428298950195
1767367725.9683335,140000,2.2941176891326904
1767367743.9477906,150000,2.4318182468414307
1767367763.33359,160000,2.3428571224212646
1767367776.4444308,170000,2.4905660152435303
1767367794.408969,180000,2.692307710647583
1767367813.970637,190000,2.796610116958618
1767367827.5483646,200000,3.2586207389831543
1767367846.6584618,210000,3.161764621734619
1767367864.7017696,220000,3.1666667461395264
1767367877.0939686,230000,3.6111111640930176
1767367897.8431585,240000,3.7200000286102295
1767367916.4049208,250000,3.711864471435547
1767367929.3454688,260000,3.046875
1767367948.5301178,270000,3.2923076152801514
1767367966.351133,280000,3.411764621734619
1767367980.9840474,290000,3.192307710647583
1767367999.7532406,300000,3.430769205093384
1767368013.6275709,310000,3.7746479511260986
1767368032.0199301,320000,3.6666667461395264
1767368050.573379,330000,4.0714287757873535
1767368064.6908252,340000,3.3529412746429443
1767368083.0412645,350000,3.802816867828369
1767368102.3600976,360000,3.4000000953674316
1767368116.1903105,370000,3.3333332538604736
1767368134.284804,380000,3.614457845687866
1767368154.7091053,390000,4.5
1767368167.505479,400000,3.6794872283935547
1767368185.7467246,410000,4.0
1767368204.3489122,420000,3.867647171020508
1767368218.3091362,430000,3.9242424964904785
1767368237.011062,440000,3.1818182468414307
1767368251.9261758,450000,4.07692289352417
1767368269.0146859,460000,3.654545545578003
1767368288.441855,470000,3.9382715225219727
1767368302.265454,480000,4.123287677764893
1767368320.448077,490000,4.179487228393555
1767368340.0156448,500000,4.342465877532959
1767368354.2145689,510000,3.3947367668151855
1767368372.2271194,520000,3.3373494148254395
1767368391.362931,530000,3.7088608741760254
1767368405.0343156,540000,3.7951807975769043
1767368424.642622,550000,4.190476417541504
1767368443.0530038,560000,3.4096386432647705
1767368456.2862809,570000,3.617021322250366
1767368476.3344882,580000,3.297520637512207
1767368494.9569151,590000,3.799999952316284
1767368509.0764081,600000,3.200000047683716
1767368528.244267,610000,3.22680401802063
1767368542.4987676,620000,3.278846263885498
1767368561.3733578,630000,2.9891304969787598
1767368579.9174778,640000,2.9827585220336914
1767368594.3208382,650000,2.731884002685547
1767368607.4188585,660000,2.9719626903533936
1767368616.391684,670000,2.5065789222717285
1767368621.3342352,680000,3.109090805053711
1767368629.569802,690000,2.786764621734619
1767368636.9440694,700000,2.455284595489502
1767368642.1905785,710000,2.7272727489471436
1767368650.0224116,720000,2.5389609336853027
1767368658.2275486,730000,2.316092014312744
1767368663.367499,740000,2.278688430786133
1767368671.6426897,750000,2.2386362552642822
1767368679.6237717,760000,2.0625
1767368685.1035457,770000,2.2742857933044434
1767368692.9659376,780000,2.0523810386657715
1767368698.6343048,790000,2.1122994422912598
1767368706.0588756,800000,2.0398008823394775
1767368713.8769667,810000,2.1100478172302246
1767368719.5923336,820000,1.7440944910049438
1767368726.9563808,830000,1.8914027214050293
1767368734.889695,840000,1.9456067085266113
1767368740.0322475,850000,1.9406392574310303
1767368748.19583,860000,1.8453608751296997
1767368755.9476056,870000,1.6366666555404663
1767368761.7926195,880000,1.5777126550674438
1767368769.4334254,890000,1.5517241954803467
1767368777.601035,900000,1.5471124649047852
1767368783.2145743,910000,1.6145552396774292
1767368791.7048235,920000,1.3538812398910522
1767368804.215747,930000,1.5335463285446167
1767368819.9535687,940000,1.4450548887252808
1767368841.3205347,950000,1.354005217552185
1767368864.2730217,960000,1.3793103694915771
1767368880.8825836,970000,1.366047739982605
1767368903.4166715,980000,1.3266218900680542
1767368920.8770564,990000,1.3384279012680054
1767368943.0750349,1000000,1.2770832777023315
1767368966.6190093,1010000,1.2363238334655762
1767368984.3416178,1020000,1.2474645376205444
1767369006.849613,1030000,1.2807377576828003
1767369030.703457,1040000,1.2122905254364014
1767369048.9815025,1050000,1.2000000476837158
1767369072.249489,1060000,1.2684309482574463
1767369095.46259,1070000,1.2167577743530273
1767369114.9612854,1080000,1.1488372087478638
1767369139.331903,1090000,1.1496598720550537
1767369162.900105,1100000,1.1973018646240234
1767369183.0096781,1110000,1.1692308187484741
1767369207.3198197,1120000,1.1592040061950684
1767369230.9327207,1130000,1.1435725688934326
1767369250.3346431,1140000,1.1677523851394653
1767369274.358573,1150000,1.178151249885559
1767369293.1030505,1160000,1.1623793840408325
1767369318.688992,1170000,1.140762448310852
1767369342.3270857,1180000,1.175675630569458
1767369361.7635944,1190000,1.1167664527893066
1767369386.9304724,1200000,1.1474164724349976
1767369411.0714962,1210000,1.156302571296692
1767369430.3416033,1220000,1.1796875
1767369454.449658,1230000,1.1691056489944458
1767369479.2029119,1240000,1.1485294103622437
1767369499.0483334,1250000,1.1199421882629395
1767369524.703764,1260000,1.1541554927825928
1767369550.1047556,1270000,1.1459537744522095
1767369570.037904,1280000,1.1174825429916382
1767369595.322625,1290000,1.1305595636367798
1767369620.4126582,1300000,1.139430284500122
1767369640.0840065,1310000,1.1179039478302002
1767369665.8330965,1320000,1.139830470085144
1767369690.7562919,1330000,1.0962343215942383
1767369711.4346144,1340000,1.0897436141967773
1767369738.1936023,1350000,1.1065468788146973
1767369758.6346269,1360000,1.0912647247314453
1767369785.7489808,1370000,1.1071878671646118
1767369811.216183,1380000,1.1082544326782227
1767369832.5146246,1390000,1.1044585704803467
1767369858.1569915,1400000,1.138810157775879
1767369882.5581036,1410000,1.1531531810760498
1767369902.6832285,1420000,1.1420838832855225
1767369928.822223,1430000,1.0891720056533813
1767369955.0163827,1440000,1.1317135095596313
1767369976.0292897,1450000,1.1162196397781372
1767370001.7955954,1460000,1.117006778717041
1767370027.08205,1470000,1.1282401084899902
1767370047.8045878,1480000,1.137709140777588
1767370073.9191475,1490000,1.129886507987976
1767370100.4203076,1500000,1.1597484350204468
1767370121.7205255,1510000,1.1202113628387451
1767370147.0833793,1520000,1.1391541957855225
1767370173.1248357,1530000,1.1234899759292603
1767370192.8411458,1540000,1.0981183052062988
1767370219.0973525,1550000,1.089440941810608
1767370239.9864876,1560000,1.0990098714828491
1767370266.9957638,1570000,1.1278928518295288
1767370292.606132,1580000,1.1227390766143799
1767370313.9893124,1590000,1.1332533359527588
1767370340.6706991,1600000,1.099878191947937
1767370367.249894,1610000,1.116279125213623
1767370388.118421,1620000,1.114856481552124
1767370414.7087002,1630000,1.154963731765747
1767370440.0869467,1640000,1.1221556663513184
1767370446.802862,1650000,1.08243727684021
1767370455.9834237,1660000,1.1146571636199951
1767370466.0780418,1670000,1.1233689785003662
1767370473.778348,1680000,1.164893627166748
1767370482.8360522,1690000,1.1253101825714111
1767370492.5092278,1700000,1.12089204788208
1767370499.135357,1710000,1.1459853649139404
1767370508.2644546,1720000,1.1526011228561401
1767370517.2931006,1730000,1.1440280675888062
1767370523.9285522,1740000,1.130111575126648
1767370532.984319,1750000,1.115789532661438
1767370539.4882057,1760000,1.1372549533843994
1767370548.4793026,1770000,1.1703163385391235
1767370557.4771388,1780000,1.1225204467773438
1767370564.2273078,1790000,1.1459853649139404
1767370573.0502782,1800000,1.09779953956604
1767370581.8448558,1810000,1.100606083869934
1767370588.5343933,1820000,1.105813980102539
1767370597.6977894,1830000,1.1146425008773804
1767370606.757915,1840000,1.1340326070785522
1767370613.2294557,1850000,1.1348724365234375
1767370622.0705826,1860000,1.1410404443740845
1767370631.0959046,1870000,1.1379716396331787
1767370637.718271,1880000,1.1198102235794067
1767370655.8243387,1890000,1.1270784139633179
1767370682.453048,1900000,1.1214622259140015
1767370704.660091,1910000,1.0969899892807007
1767370731.6562707,1920000,1.1200000047683716
1767370758.8096287,1930000,1.131880760192871
1767370780.6970108,1940000,1.1515151262283325
1767370807.1052554,1950000,1.14845609664917
1767370829.4591072,1960000,1.1581292152404785
1767370856.2885258,1970000,1.1244239807128906
1767370883.4817624,1980000,1.1422172784805298
1767370905.6323645,1990000,1.127946138381958
1767370932.3701828,2000000,1.149999976158142
