Wall time,Step,Value
1767459322.033856,10000,1.0
1767459331.4693835,20000,0.024390242993831635
1767459334.6692576,30000,0.036363635212183
1767459342.2111697,40000,0.0
1767459351.2213914,50000,0.10465116053819656
1767459354.4757023,60000,0.03333333507180214
1767459361.865897,70000,0.07547169923782349
1767459369.6385288,80000,0.04285714402794838
1767459373.466055,90000,0.0476190485060215
1767459380.2967627,100000,0.0833333358168602
1767459387.1603985,110000,0.06666667014360428
1767459391.2416294,120000,0.17777778208255768
1767459398.382113,130000,0.24590164422988892
1767459405.1257706,140000,0.16326530277729034
1767459409.897903,150000,0.1111111119389534
1767459416.293396,160000,0.21568627655506134
1767459421.336894,170000,0.22580644488334656
1767459428.0255237,180000,0.3333333432674408
1767459434.8922906,190000,0.25
1767459439.3082209,200000,0.2142857164144516
1767459446.225198,210000,0.23636363446712494
1767459453.263595,220000,0.2461538463830948
1767459457.9056468,230000,0.12727272510528564
1767459464.7464604,240000,0.328125
1767459471.620783,250000,0.25
1767459476.6628296,260000,0.190476194024086
1767459483.0792627,270000,0.2075471729040146
1767459489.9779248,280000,0.328125
1767459494.586655,290000,0.34328359365463257
1767459501.2367215,300000,0.3461538553237915
1767459508.342408,310000,0.25
1767459513.0665967,320000,0.2769230902194977
1767459519.6918917,330000,0.2708333432674408
1767459524.9454212,340000,0.20000000298023224
1767459531.269028,350000,0.12727272510528564
1767459538.1257925,360000,0.2542372941970825
1767459542.8075242,370000,0.2142857164144516
1767459549.6066177,380000,0.17241379618644714
1767459556.610993,390000,0.22413793206214905
1767459561.2748542,400000,0.2380952388048172
1767459567.8401508,410000,0.1702127605676651
1767459575.0562341,420000,0.22058823704719543
1767459579.3593037,430000,0.0833333358168602
1767459586.2792327,440000,0.15789473056793213
1767459592.9594233,450000,0.2222222238779068
1767459597.6761856,460000,0.1428571492433548
1767459604.39403,470000,0.1587301641702652
1767459611.229941,480000,0.15094339847564697
1767459615.801543,490000,0.1607142835855484
1767459622.723353,500000,0.1764705926179886
1767459627.5298257,510000,0.14754098653793335
1767459634.0334237,520000,0.09615384787321091
1767459640.9115734,530000,0.12727272510528564
1767459645.5633457,540000,0.11320754885673523
1767459652.4255595,550000,0.06122449040412903
1767459659.3876514,560000,0.10169491171836853
1767459663.8318148,570000,0.09433962404727936
